snapshot_time,chart_timeframe,chart_genre,chart_year,chart_week,rank,artist_name,song_title,likes_count,play_count,comments_count,song_url,artist_url,cover_image_url,cover_image_local_path,artist_handle,artist_identity,artist_city,artist_joined_date,artist_accredited_datetime,artist_music_count,artist_fans_count,artist_following_count,artist_facebook_url,artist_instagram_url,artist_youtube_url,related_news,big_thing_appearances,genre,album_title,album_url,collaborators,description,lyrics,release_date,song_accredited_datetime,honors,is_editor_recommended,is_song_of_the_day,critic_review_url
2026-09-23 02:32:24,weekly,rock,2026,26,1,東部壞男孩 Bad Boy From East,心上人(Live),9,469,13,https://streetvoice.com/badboyfromeast/songs/865467/,https://streetvoice.com/badboyfromeast/,"https://akstatic.streetvoice.com/song_covers/ba/db/badboyfromeast/XWGWY9qAx8WVEw5UPzFoNQ.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/865467.jpeg,@badboyfromeast,音樂人,花蓮縣,2024-03-01,2024-05-31 16:11,1,128,1,,https://www.instagram.com/badboyfromeast,https://www.youtube.com/user/StreetVoiceTV,第42屆政大金旋獎決賽圓滿落幕，得獎名單一次看！|||https://blow.streetvoice.com/81215/?utm_source=streetvoice&utm_medium=profile-news-block,,Rock,,,,"心上人(Live) - Live from《說再見好難》女巫店｜2026 加開場 詞/曲：劉皓晨 編曲：東部壞男孩 BBFTE 現場錄音 Live Recording Engineer：阿芳 混音 Mixing Engineer：金毛 Fan 母帶後期 Mastering Engineer：金毛 Fan ————————— 「說再見好難，但說了再見，就代表還有機會再見面。」 也是許多人最大的課題，就是無論再見與否，卻始終都會記得。 我們是東壞，Hamisan！ 期待下次見面🫶🏻❤️‍🩹 ｜東部壞男孩 BBFTE《說再見好難》女巫店專場 Credit List｜ 東壞成員：皓晨、少維、向榮、家翰、哲維 音控 & 現場錄音：阿芳 場地：女巫店 影像記錄：典 髮型：嵐 周邊販售：薏儒、嵐、阿尼 專場主視覺設計：薏儒 特別感謝：女巫店、遠大售票、歪的音樂 瓦力 & 馬鹿 
心上人(Live) - Live from《說再見好難》女巫店｜2026 加開場
詞/曲：劉皓晨 編曲：東部壞男孩 BBFTE
現場錄音 Live Recording Engineer：阿芳 混音 Mixing Engineer：金毛 Fan 母帶後期 Mastering Engineer：金毛 Fan
—————————
「說再見好難，但說了再見，就代表還有機會再見面。」
也是許多人最大的課題，就是無論再見與否，卻始終都會記得。
我們是東壞，Hamisan！ 期待下次見面🫶🏻❤️‍🩹
｜東部壞男孩 BBFTE《說再見好難》女巫店專場 Credit List｜
東壞成員：皓晨、少維、向榮、家翰、哲維 音控 & 現場錄音：阿芳 場地：女巫店 影像記錄：典 髮型：嵐 周邊販售：薏儒、嵐、阿尼 專場主視覺設計：薏儒
特別感謝：女巫店、遠大售票、歪的音樂 瓦力 & 馬鹿","我的心上人 在哪裡 在這裡 我好想你 我的心上人 在哪裡 在這裡 我好想你 喔姊姊 你有沒有看到 我的寶貝 我找都找不到 她的錢包外套 放在我的家裡頭 她連愛我都沒說過 就離家出走 哎呀 找 找不到 這種愛情不能要 找 找不到 這種愛情不能要 我的心上人 在哪裡 在這裡 我好想你 我的心上人 在哪裡 在這裡 我好想你 我的心上人 在哪裡 在這裡 我好想你 我的心上人 在哪裡 在這裡 我好想你 
我的心上人 在哪裡 在這裡 我好想你 我的心上人 在哪裡 在這裡 我好想你
喔姊姊 你有沒有看到 我的寶貝 我找都找不到 她的錢包外套 放在我的家裡頭 她連愛我都沒說過 就離家出走
哎呀 找 找不到 這種愛情不能要 找 找不到 這種愛情不能要
我的心上人 在哪裡 在這裡 我好想你 我的心上人 在哪裡 在這裡 我好想你
我的心上人 在哪裡 在這裡 我好想你
我的心上人 在哪裡 在這裡 我好想你
留言（ 13 ） 最相關留言 所有留言
留言（ 13 ）",2026-06-22,,編輯推薦,True,False,
2026-09-23 02:32:24,weekly,rock,2026,26,2,李晉瑋G.WeiLee,太陽的旋律,6,2121,6,https://streetvoice.com/Gweilee/songs/863709/,https://streetvoice.com/Gweilee/,"https://akstatic.streetvoice.com/song_covers/Gw/ei/Gweilee/CdUHkgksi6euL3kEEhwxZk.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/863709.jpeg,@Gweilee,音樂人,台北市,2019-02-01,2022-04-11 18:09,5,117,5,https://m.facebook.com/GWeiLee0624,https://www.instagram.com/gweilee/,https://m.youtube.com/channel/UCOZe0Z1sGfmLW02SrSBNwPw,【StreetVoice新歌週報】April vol.1|||https://blow.streetvoice.com/44286/?utm_source=streetvoice&utm_medium=profile-news-block,,Rock,太陽的旋律,https://streetvoice.com/Gweilee/songs/album/97325435/,,"Chapter 4：〈太陽的旋律〉 —— 跨越天文單位的遙遠守護 EP 的同名核心。歌詞訴說著即便相隔一個天文單位的距離，即便心缺了一塊無法癒合，依然要在這寂靜的宇宙中呼喊你的名字。這份旋律化作溫熱的雨水，打在倔強的臉龐上，將悲傷轉化為如太陽般炙熱的守護——遙遠，卻始終存在。 
Chapter 4：〈太陽的旋律〉 —— 跨越天文單位的遙遠守護 EP 的同名核心。歌詞訴說著即便相隔一個天文單位的距離，即便心缺了一塊無法癒合，依然要在這寂靜的宇宙中呼喊你的名字。這份旋律化作溫熱的雨水，打在倔強的臉龐上，將悲傷轉化為如太陽般炙熱的守護——遙遠，卻始終存在。","太陽的旋律  詞曲：李晉瑋 翻開記錄我們生活的畫冊 拿起那張你親手寫下的祝賀 耳機裡播放 關於第一次牽手 的青澀 可惜我無法將你的存在定格 也無法再次為你那雙手溫熱 心缺了一塊永遠無法癒合 在一個天文單位之外呼喊著（你的名字） 需要多少的時間 傳送呢 當天空一滴滴溫熱雨水落下 熟悉的字句溫柔打在倔強臉龐 曾經的畫面 瞬間閃現 是淚水嗎 無數個春夏晝夜變化 如今的我只能遠遠觀望 成為太陽的旋律 滴滴答答 遙遠卻炙熱 你 聽見了嗎 還在留原地 你 還期待嗎 還不想遺忘 你最美麗的模樣 
太陽的旋律  詞曲：李晉瑋
翻開記錄我們生活的畫冊 拿起那張你親手寫下的祝賀 耳機裡播放 關於第一次牽手 的青澀
可惜我無法將你的存在定格 也無法再次為你那雙手溫熱 心缺了一塊永遠無法癒合
在一個天文單位之外呼喊著（你的名字） 需要多少的時間 傳送呢
當天空一滴滴溫熱雨水落下 熟悉的字句溫柔打在倔強臉龐 曾經的畫面 瞬間閃現 是淚水嗎
無數個春夏晝夜變化 如今的我只能遠遠觀望 成為太陽的旋律 滴滴答答
遙遠卻炙熱 你 聽見了嗎 還在留原地 你 還期待嗎 還不想遺忘 你最美麗的模樣
留言（ 6 ） 最相關留言 所有留言
留言（ 6 ）",2026-06-10,,達人推薦; 編輯推薦,True,False,https://streetvoice.com/Gweilee/songs/863709/critic_reviews/
2026-09-23 02:32:24,weekly,rock,2026,26,3,Acid brain酸腦,3. Into Mansion,1,253,1,https://streetvoice.com/acidbrain/songs/865019/,https://streetvoice.com/acidbrain/,"https://akstatic.streetvoice.com/song_covers/ac/id/acidbrain/3VYrbKY6RLNaaEX9MAWxwA.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/865019.jpeg,@acidbrain,音樂人,台北市,2023-03-01,2023-11-03 19:04,4,131,1,https://www.facebook.com/profile.php?id=100089659770664&mibextid=LQQJ4d,https://instagram.com/acidbrain_band,https://youtu.be/jfH3CdinmaU,不只獨立樂團，還有Vtuber入選？第一屆「𝙎𝙩𝙧𝙚𝙚𝙩𝙑𝙤𝙞𝙘𝙚 𝘼𝙬𝙖𝙧𝙙𝙨 街聲年度音樂趨勢大獎」公布全名單|||https://blow.streetvoice.com/71944/?utm_source=streetvoice&utm_medium=profile-news-block,,Rock,七日譚,https://streetvoice.com/acidbrain/songs/album/97325502/,,"木吉他 Acoustic Guitar / 電吉他 Electric Guitar / 取樣 Samples / 合成器 Synth / 貝斯 Bass / 鋼琴 Piano / 人聲 Vocals _ 李想 Shawn Lee 電吉他 Electric Guitar / 合成器 Synth _ 徐嘉佑 Chiayu Hsu 鼓組 Drums / 打擊樂器 Percussion _ 江以撒 Isaac Jiang 鋼琴 Piano _ 夏歆 Isaac Xia 
木吉他 Acoustic Guitar / 電吉他 Electric Guitar / 取樣 Samples / 合成器 Synth / 貝斯 Bass / 鋼琴 Piano / 人聲 Vocals _ 李想 Shawn Lee 電吉他 Electric Guitar / 合成器 Synth _ 徐嘉佑 Chiayu Hsu 鼓組 Drums / 打擊樂器 Percussion _ 江以撒 Isaac Jiang 鋼琴 Piano _ 夏歆 Isaac Xia","這是一幢大宅，微光與灰塵曾經居住在此地，而這個時間點，已經杳無人煙。我從左側進入，不知何故，這幢大宅想傷害我。牆壁的污痕想壓垮我，地板欲將我夾起，我四處奔竄，躲避來自過去的幽魂。遁入大宅的主廳，牆上刻著模樣可愛、筆觸笨拙的壁畫，與原先遭遇的不同，雖然他們都是屬於這裡的記憶，但記憶是有意識的（只是他們自己不見得知曉），它有可能會騙人，也有可能會傷害你。這次，我從右側進入大宅。 
這是一幢大宅，微光與灰塵曾經居住在此地，而這個時間點，已經杳無人煙。我從左側進入，不知何故，這幢大宅想傷害我。牆壁的污痕想壓垮我，地板欲將我夾起，我四處奔竄，躲避來自過去的幽魂。遁入大宅的主廳，牆上刻著模樣可愛、筆觸笨拙的壁畫，與原先遭遇的不同，雖然他們都是屬於這裡的記憶，但記憶是有意識的（只是他們自己不見得知曉），它有可能會騙人，也有可能會傷害你。這次，我從右側進入大宅。
留言（ 1 ） 最相關留言 所有留言
留言（ 1 ）",2026-06-18,,Song of the Day; 編輯推薦,True,True,
2026-09-23 02:32:24,weekly,rock,2026,26,4,滅火器 Fire EX.,今天的我 The Day We Rise（ 電影《冠軍之路》主題曲）,6,381,1,https://streetvoice.com/fireex168/songs/863459/,https://streetvoice.com/fireex168/,"https://akstatic.streetvoice.com/song_covers/fi/re/fireex168/kWhktdhxuiMB9BiEbJz7ct.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/863459.jpeg,@fireex168,音樂人,台灣,2009-06-01,,4,964,,https://www.facebook.com/FireEX/,https://www.instagram.com/fire_ex/,https://www.youtube.com/channel/UCJgJWs9un9HYYzpXU7t1Sgg,2025 浪人祭再揭第二波豪華卡司：滅火器 Fire EX.、秋山黄色、麋先生 MIXER等8組音樂人輪番上陣|||https://blow.streetvoice.com/81638/?utm_source=streetvoice&utm_medium=profile-news-block; 2026諸羅搖滾10/10、10/11嘉義登場！滅火器、鄭宜農、美秀集團等27組卡司輪番開唱|||https://blow.streetvoice.com/90442/?utm_source=streetvoice&utm_medium=profile-news-block; 「為台灣而教」有感節9/19、9/20華山登場！邀滅火器、南西肯恩、someshiit 山姆與孩童共演|||https://blow.streetvoice.com/90231/?utm_source=streetvoice&utm_medium=profile-news-block,,Punk,,,,"台灣棒球在世界十二強奪冠後走向新的里程碑，沒有這些重要的球員、就沒有今天的我們。 棒球是一項能把所有人的愛、關注、信念凝聚在一起的運動。就像我們希望 FIREBALL也能成為大家心中共同的期待。 就像昨天特別嘉賓大師兄說的「鋒哥後來沒上場但他的精神一直留在Lamigo」，今天的我們感受到的、這份奪冠的感動其實是智勝的前輩、和智勝前輩的前輩一起留下來的。 不能在贏球的時候才愛他們， 輸球的時候也要繼續愛著、為他們加油。 「今天就是那一天，我們把夢想實現」 - 版權 發行 / 製作：火氣音樂股份有限公司 地址：台北市忠孝東路四段177號6F-4 官方網站： fireonmusic.com.tw 火氣商鋪： fireonshop.com Ⓟ＆© 2025 FIRE ON MUSIC CO., LTD. EXCLUSIVELY DISTRIBUTED BY FIRE ON MUSIC CO., LTD.. ALL RIGHTS OF THE PRODUCER AND THE OWNER OF THE WORK REPRODUCED RESERVED. UNAUTHORIZED COPYING, HIRING, LENDING, PUBLIC PERFORMANCE AND BROADCASTING OF THIS RECORDING PROHIBITED. 
台灣棒球在世界十二強奪冠後走向新的里程碑，沒有這些重要的球員、就沒有今天的我們。
棒球是一項能把所有人的愛、關注、信念凝聚在一起的運動。就像我們希望 FIREBALL也能成為大家心中共同的期待。
就像昨天特別嘉賓大師兄說的「鋒哥後來沒上場但他的精神一直留在Lamigo」，今天的我們感受到的、這份奪冠的感動其實是智勝的前輩、和智勝前輩的前輩一起留下來的。 不能在贏球的時候才愛他們， 輸球的時候也要繼續愛著、為他們加油。
「今天就是那一天，我們把夢想實現」
- 版權 發行 / 製作：火氣音樂股份有限公司 地址：台北市忠孝東路四段177號6F-4 官方網站： fireonmusic.com.tw 火氣商鋪： fireonshop.com Ⓟ＆© 2025 FIRE ON MUSIC CO., LTD. EXCLUSIVELY DISTRIBUTED BY FIRE ON MUSIC CO., LTD.. ALL RIGHTS OF THE PRODUCER AND THE OWNER OF THE WORK REPRODUCED RESERVED. UNAUTHORIZED COPYING, HIRING, LENDING, PUBLIC PERFORMANCE AND BROADCASTING OF THIS RECORDING PROHIBITED.
fireonmusic.com.tw
fireonshop.com","《冠軍之路》電影主題曲 〈今天的我〉 演唱：滅火器Fire EX. 詞／曲：楊大正 今天的我 會超越你想像的極限 今天的我 會證明我能征服世界 我們會舉起獎盃 流下感動的淚 今天就是那一天 我們把夢想實現 拍一拍身上的塵土 故事還沒結束 少年奔跑在 豔陽下的紅土 想像著踏上榮耀旅途 沉住氣保持專注 這一次我不會輸 我會突破刁鑽球路 守住領先分數 少年的榮耀旅途 剩最後一步 今天的我 會超越你想像的極限 今天的我 會證明我能征服世界 我們會舉起獎盃 流下感動的淚 今天就是那一天 我們把夢想實現 流著不甘心的眼淚 撐過最難熬的訓練 我們一步一步一步 從沒忘記信念 只要你的愛在身邊 我們就能走得更遠 今天就是那一天 踏上全新的起點 今天的我 會好好記住這份感覺 今天的我 會相信自己更多一點 保持這份純粹 走向每個未知的明天 Make you proud again 明天的我 會創造不存在的極限 明天的我 會張開雙臂擁抱世界 有你的愛在身邊 我就能走得更遠 Team Taiwan 把雙手劃過胸前 讓世界看見 挺台灣 把夢想實現 
《冠軍之路》電影主題曲 〈今天的我〉
演唱：滅火器Fire EX. 詞／曲：楊大正
今天的我 會超越你想像的極限 今天的我 會證明我能征服世界 我們會舉起獎盃 流下感動的淚 今天就是那一天 我們把夢想實現
拍一拍身上的塵土 故事還沒結束 少年奔跑在 豔陽下的紅土 想像著踏上榮耀旅途
沉住氣保持專注 這一次我不會輸 我會突破刁鑽球路 守住領先分數 少年的榮耀旅途 剩最後一步
今天的我 會超越你想像的極限 今天的我 會證明我能征服世界 我們會舉起獎盃 流下感動的淚 今天就是那一天 我們把夢想實現
流著不甘心的眼淚 撐過最難熬的訓練 我們一步一步一步 從沒忘記信念 只要你的愛在身邊 我們就能走得更遠 今天就是那一天 踏上全新的起點
今天的我 會好好記住這份感覺 今天的我 會相信自己更多一點 保持這份純粹 走向每個未知的明天 Make you proud again 明天的我 會創造不存在的極限 明天的我 會張開雙臂擁抱世界 有你的愛在身邊 我就能走得更遠 Team Taiwan 把雙手劃過胸前 讓世界看見 挺台灣 把夢想實現
留言（ 1 ） 最相關留言 所有留言
留言（ 1 ）",2026-06-12,,Song of the Day; 編輯推薦,True,True,
2026-09-23 02:32:24,weekly,rock,2026,26,5,東部壞男孩 Bad Boy From East,你的曾經阿娜娜(Live),51,4006,34,https://streetvoice.com/badboyfromeast/songs/862444/,https://streetvoice.com/badboyfromeast/,"https://akstatic.streetvoice.com/song_covers/ba/db/badboyfromeast/Ffax7BTMVtJts5Ne7QeGJr.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/862444.jpeg,@badboyfromeast,音樂人,花蓮縣,2024-03-01,2024-05-31 16:11,1,128,1,,https://www.instagram.com/badboyfromeast,https://www.youtube.com/user/StreetVoiceTV,第42屆政大金旋獎決賽圓滿落幕，得獎名單一次看！|||https://blow.streetvoice.com/81215/?utm_source=streetvoice&utm_medium=profile-news-block,,Rock,,,,"你的曾經阿娜娜(Live) - Live from《說再見好難》女巫店｜2026 加開場 詞/曲：劉皓晨 編曲：東部壞男孩 BBFTE 現場錄音 Live Recording Engineer：阿芳 混音 Mixing Engineer：金毛 Fan 母帶後期 Mastering Engineer：金毛 Fan ————————— 「說再見好難，但說了再見，就代表還有機會再見面。」 也是許多人最大的課題，就是無論再見與否，卻始終都會記得。 我們是東壞，Hamisan！ 期待下次見面🫶🏻❤️‍🩹 ｜東部壞男孩 BBFTE《說再見好難》女巫店專場 Credit List｜ 東壞成員：皓晨、少維、向榮、家翰、哲維 音控 & 現場錄音：阿芳 場地：女巫店 影像記錄：典 髮型：嵐 周邊販售：薏儒、嵐、阿尼 專場主視覺設計：薏儒 特別感謝：女巫店、遠大售票、歪的音樂 瓦力 & 馬鹿 
你的曾經阿娜娜(Live) - Live from《說再見好難》女巫店｜2026 加開場
詞/曲：劉皓晨 編曲：東部壞男孩 BBFTE
現場錄音 Live Recording Engineer：阿芳 混音 Mixing Engineer：金毛 Fan 母帶後期 Mastering Engineer：金毛 Fan
—————————
「說再見好難，但說了再見，就代表還有機會再見面。」
也是許多人最大的課題，就是無論再見與否，卻始終都會記得。
我們是東壞，Hamisan！ 期待下次見面🫶🏻❤️‍🩹
｜東部壞男孩 BBFTE《說再見好難》女巫店專場 Credit List｜
東壞成員：皓晨、少維、向榮、家翰、哲維 音控 & 現場錄音：阿芳 場地：女巫店 影像記錄：典 髮型：嵐 周邊販售：薏儒、嵐、阿尼 專場主視覺設計：薏儒
特別感謝：女巫店、遠大售票、歪的音樂 瓦力 & 馬鹿","動態歌詞
啊…>\\\< 你的曾經 不過遊戲 你的曾經 沒有脫皮 說不上愛情 頂多又流血而已 可我太愛你 會讓我忘記曾經 誰的曾經 不過遊戲 誰的曾經 沒有脫皮 說不上愛情 頂多又流血而已 可我太愛你 會讓我忘記曾經 整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了 沃噢 喔哦喔哦(喔哦) (喔哦) 你的曾經 不過遊戲 你的曾經 沒有脫皮 說不上愛情 頂多流血而已 可我太愛你 會讓我忘記曾經 整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了 整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了 整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了 整個世界滴滴答 滴滴答(什麼?) 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了 沃噢 喔哦喔哦(喔哦) (喔哦) 管他誰是對的錯的 跳就對了 登登登登 碰！ 謝謝(^_−)−☆ 
啊…>\\\<
你的曾經 不過遊戲 你的曾經 沒有脫皮 說不上愛情 頂多又流血而已 可我太愛你 會讓我忘記曾經
誰的曾經 不過遊戲 誰的曾經 沒有脫皮 說不上愛情 頂多又流血而已 可我太愛你 會讓我忘記曾經
整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了
沃噢 喔哦喔哦(喔哦) (喔哦)
你的曾經 不過遊戲 你的曾經 沒有脫皮 說不上愛情 頂多流血而已 可我太愛你 會讓我忘記曾經
整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了
整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了
整個世界滴滴答 滴滴答 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了
整個世界滴滴答 滴滴答(什麼?) 你的曾經阿娜娜 阿娜娜 距離快樂不遠啦 不遠啦 管他誰是對的錯的 跳就對了
沃噢 喔哦喔哦(喔哦) (喔哦)
管他誰是對的錯的 跳就對了
登登登登 碰！
謝謝(^_−)−☆
留言（ 34 ） 最相關留言 所有留言
留言（ 34 ）",2026-06-01,,Song of the Day; 週排行冠軍; 編輯推薦,True,True,
2026-09-23 02:32:24,weekly,rock,2026,26,6,Lyli,玫瑰（緊繃demo版）,3,56,4,https://streetvoice.com/LY_0620/songs/866230/,https://streetvoice.com/LY_0620/,"https://akstatic.streetvoice.com/song_covers/LY/_0/LY_0620/TroLXak7E2P3AMoi2tLMR7.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/866230.jpeg,@LY_0620,音樂人,,,,,1,3,,,https://www.youtube.com/user/StreetVoiceTV,第四屆《新光三越不插電音樂大賽》網路初選名單出爐|||https://blow.streetvoice.com/22800/?utm_source=streetvoice&utm_medium=profile-news-block,,Rock,,,陳躍文,"好歌不需要解釋。 詞 Lyrics｜Lyli 曲 Music｜Lyli 製作人 Producer｜鍾享叡、陳躍文 編曲 Arranger｜陳躍文（Main）、鍾享叡（KB）、呂愛甯（Strings） 錄音工程師 Recording Engineer｜陳書伃 錄音室 Recording Studio｜臺北藝術大學B306錄音室 混音工程師 Mixing Engineer｜林業洋、鍾享叡 母帶後期處理工程師 Mastering Engineer｜林業洋 封面攝影｜陳躍文與他的dazz 
好歌不需要解釋。
詞 Lyrics｜Lyli 曲 Music｜Lyli
製作人 Producer｜鍾享叡、陳躍文 編曲 Arranger｜陳躍文（Main）、鍾享叡（KB）、呂愛甯（Strings） 錄音工程師 Recording Engineer｜陳書伃 錄音室 Recording Studio｜臺北藝術大學B306錄音室 混音工程師 Mixing Engineer｜林業洋、鍾享叡 母帶後期處理工程師 Mastering Engineer｜林業洋
封面攝影｜陳躍文與他的dazz","餘光又瞥見了她 依舊是散落黯淡無光 也許是倦了 或是厭了煩了 人群中遐想 內心跟著車廂搖晃 再次自主合理化 無數次的驚醒 接著責備 像控制不住一樣 我的眼啊 我的舌啊 我的身啊 我的意啊 我的思啊 我的妄啊 我的執啊 我的愧啊 低頭檢視著她 是嗜好還是如常 收在衣襯的槍對著自己嘴巴 我的眼啊 我的舌啊 我的身啊 我的意啊 我的思啊 我的妄啊 我的執啊 我的愧啊 空有鏡框在臉上戴著 是我的問題還是路人也笑著 以為時間會沖淡一切 實際上早就陷入輪迴 世界還是太多層玫瑰 （別看 別聽 別猜 別想） 這些其實我全都明白 或許只要摀上嘴巴就足夠 
餘光又瞥見了她 依舊是散落黯淡無光 也許是倦了 或是厭了煩了 人群中遐想
內心跟著車廂搖晃 再次自主合理化 無數次的驚醒 接著責備 像控制不住一樣
我的眼啊 我的舌啊 我的身啊 我的意啊 我的思啊 我的妄啊 我的執啊 我的愧啊
低頭檢視著她 是嗜好還是如常 收在衣襯的槍對著自己嘴巴
我的眼啊 我的舌啊 我的身啊 我的意啊 我的思啊 我的妄啊 我的執啊 我的愧啊
空有鏡框在臉上戴著 是我的問題還是路人也笑著 以為時間會沖淡一切 實際上早就陷入輪迴 世界還是太多層玫瑰 （別看 別聽 別猜 別想） 這些其實我全都明白 或許只要摀上嘴巴就足夠
留言（ 4 ） 最相關留言 所有留言
留言（ 4 ）",2026-06-26,,,False,False,
2026-09-23 02:32:24,weekly,rock,2026,26,7,月光卒 Dieing Moonlight,人類未滿 demo,5,1727,3,https://streetvoice.com/lfptpt_death/songs/858273/,https://streetvoice.com/lfptpt_death/,"https://akstatic.streetvoice.com/music_albums/lf/pt/lfptpt_death/LLjRREfPTmWbGy5D7zVdEB.jpeg?x-oss-process=image/resize,m_fill,h_400,w_400,limit_0",images/858273.jpeg,@lfptpt_death,音樂人,,,,1,4,1,,,https://www.youtube.com/user/StreetVoiceTV,,,Rock,,,石惟仁 Wei,"他曾試過改變自己，可換來的只有嘲笑和更多傷害，他很孤獨、害怕、也很憤怒，各種情緒不斷交織，卻始終不敢向大人傾訴，默默承受這一切。 直到有一天，他真的撐不住了，心中最後一絲善良，被噁心踐踏、邪惡逐漸將他吞噬，既然成不了人類，那就成為那些禽獸心中，永遠無法忘懷的魔鬼。 你們……一個都別想跑。 【人類未滿 Credit】 詞、曲 Lyricist＆Composer｜石惟仁 Wei 編曲 Arrangement｜月光卒 Dieing Moonlight 音樂製作人 Producer｜石惟仁 Wei 
他曾試過改變自己，可換來的只有嘲笑和更多傷害，他很孤獨、害怕、也很憤怒，各種情緒不斷交織，卻始終不敢向大人傾訴，默默承受這一切。
直到有一天，他真的撐不住了，心中最後一絲善良，被噁心踐踏、邪惡逐漸將他吞噬，既然成不了人類，那就成為那些禽獸心中，永遠無法忘懷的魔鬼。
你們……一個都別想跑。
【人類未滿 Credit】 詞、曲 Lyricist＆Composer｜石惟仁 Wei 編曲 Arrangement｜月光卒 Dieing Moonlight 音樂製作人 Producer｜石惟仁 Wei","從前有個孩兒夢想成為人類 哭哭啼啼地被人扔在樓梯間 他以為改變自己能搞定一切 殊不知禽獸還在嘲笑他的臉 不哭 不哭 大人 說不能哭 別哭 別哭 別哭 別哭 你們都別逃跑一個個排好隊 教室與走廊都灑落著紅玫瑰 善良的心正逐漸被怨念消毀 人頭落地的那刻他已成魔鬼 不痛 不痛 只是拿刀輕劃過 別哭 別哭 他們 好像不哭了 
從前有個孩兒夢想成為人類 哭哭啼啼地被人扔在樓梯間 他以為改變自己能搞定一切 殊不知禽獸還在嘲笑他的臉
不哭 不哭 大人 說不能哭 別哭 別哭 別哭 別哭
你們都別逃跑一個個排好隊 教室與走廊都灑落著紅玫瑰 善良的心正逐漸被怨念消毀 人頭落地的那刻他已成魔鬼
不痛 不痛 只是拿刀輕劃過 別哭 別哭 他們 好像不哭了
留言（ 3 ） 最相關留言 所有留言
留言（ 3 ）",2026-06-26,,,False,False,
